date,year,open,gap_pct,pm_range_pct,pos,dist_hi,dist_lo,touch_hi,touch_lo,brk_hi,brk_lo,morn_ret,back_in_hi,back_in_lo,max_up,max_dn,pm_tight,pm_wide
2018-01-18,2018,165.55,-0.13934045517881577,0.3558912058679845,0.559322033898323,0.15705225007549561,0.1997336884154599,True,True,True,True,-6.644518272426181,True,True,0.20537601932948402,0.2506795530051509,False,False
2018-01-19,2018,166.32,0.3015317814497598,0.41611385840067405,0.739130434782598,0.10822510822510178,0.30758096616609887,True,True,True,True,-16.835016835017313,True,True,0.1743626743626825,0.4088504088504141,False,False
2018-01-22,2018,166.24,-0.0601178309486583,0.19237705903570587,0.34375000000004996,0.12632338787295083,0.06621320652502316,True,True,True,True,55.64244465832368,True,True,0.6015399422521606,0.0902309913378252,False,False
2018-01-23,2018,168.65,0.3212182499553906,0.5175182915947918,0.5172413793103617,0.24903646605394236,0.26753864447088826,True,False,True,False,36.16958197450337,True,False,0.4032018974206908,0.05632967684553458,False,False
2018-01-24,2018,169.81,0.18880169921529077,0.34220307982770903,0.7068965517241514,0.10011188975913576,0.2420306965761565,True,True,True,True,12.3667628526003,True,True,0.18844591013484902,0.30622460396915185,False,False
2018-01-25,2018,169.55,0.6470378724919845,0.8607384542324688,0.786206896551725,0.182836921262175,0.6769194228371411,False,True,False,True,-66.85933352993278,False,True,0.047183721616028684,0.819817163078751,False,False
2018-01-26,2018,169.26,0.540540540540535,0.368280368280371,0.6129032258064397,0.14179369018079147,0.2250118427285619,True,False,True,False,4.135649296941324,True,False,0.14770176060499018,0.17724211272597268,False,False
2018-01-29,2018,170.52,-0.19899332787077784,0.22825705255765816,0.6666666666666909,0.07623739150832698,0.15270762363446266,True,True,True,True,-2.345765892565188,True,True,0.12315270935958633,0.29322073657048753,False,False
2018-01-30,2018,168.59,-0.8818860603210021,0.5996825210182904,0.14705882352941585,0.5160448425173492,0.08905248159583046,False,True,False,True,4.448662435494466,False,True,0.2253988967317211,0.45672934337742666,False,False
2018-01-31,2018,169.67,0.5511437714827316,0.592627711271779,0.9699999999999989,0.017681381505285643,0.5749851807943074,True,False,True,False,5.893793835092254,True,False,0.18854246478459125,0.11198208286673506,False,False
2018-02-01,2018,168.12,-0.708717221828481,1.0453579021970294,0.1920903954802268,0.8505829169640711,0.2026463225652586,False,False,False,False,44.61099214846609,False,False,0.7137758743754441,0.023792529145838515,False,False
2018-02-02,2018,167.34,-0.3750669762457526,0.8572959457046057,0.6388888888888884,0.31074459184894376,0.5528181708929214,False,True,False,True,-47.20927453089496,False,True,0.21513087128002262,1.1174853591490397,False,False
2018-02-05,2018,163.15,-0.856830335439962,1.045211473018959,0.2732558139534879,0.7661661048115276,0.2889107450209094,True,True,True,True,143.42629482071655,False,True,1.5936254980079667,0.3800183879865138,False,False
2018-02-06,2018,155.96,-1.3972308275905565,2.655370803565795,0.28571428571428864,1.9235701461913335,0.7753941586973401,True,False,True,False,109.002308284174,True,False,3.0264170300077,0.5514234419081943,False,False
2018-02-07,2018,161.79,-0.32037459183045236,1.219887868892853,0.7373737373737308,0.3214042895111069,0.9106218424499435,True,False,True,False,22.869151369058205,True,False,0.6675319859076767,0.33994684467518743,False,False
2018-02-08,2018,160.69,0.2996067661194646,1.1484926034579457,0.7391304347826108,0.29871180533946884,0.85357434255946,False,True,False,False,-77.78953264048761,False,False,0.06845478872363753,0.8712427655734656,False,False
2018-02-09,2018,155.63,1.4074411937186504,1.2901544275754337,0.9292929292929225,0.08995694917433017,1.1964366993952869,True,False,True,False,-12.369080511469566,True,False,0.533316198676359,0.5943584141874902,False,False
2018-02-12,2018,157.66,0.9799526035995543,1.3770575802216138,0.7255813953488364,0.3742230115438394,0.9993593850096127,True,False,True,False,-38.056577445134685,True,False,0.6533045794748116,0.7611315489026937,False,False
2018-02-13,2018,157.97,-0.6040395142515642,0.6984206883533538,0.32432432432431535,0.4747736912071865,0.22841190279803136,True,False,True,False,55.70677976830973,True,False,0.7944546432866906,0.15844780654554746,False,False
2018-02-14,2018,158.79,-0.5324480080180383,3.0631420696567373,0.5950920245398748,1.2469299074249207,1.8668206312548064,True,False,True,False,135.3989545941192,True,False,1.4925373134328401,0.497512437810943,False,False
2018-02-15,2018,164.12,0.8665724294757426,0.4793804929014819,0.9358974358974579,0.030465513039223957,0.44678376889650817,True,True,True,True,15.23275651962086,True,True,0.24981720692176523,0.5240068242749252,False,False
2018-02-16,2018,165.2,-0.27767717010744875,1.1952191235059872,0.06565656565656276,1.1198547215496513,0.07875446780154505,False,False,False,False,57.506053268765456,False,False,0.6355932203389925,0.02421307506053072,False,True
2018-02-20,2018,164.37,-0.39992728594800964,0.7089620069078446,0.4957264957264997,0.3589462797347398,0.35411197264791916,True,False,True,False,73.00602299689763,False,False,0.9338687108353172,0.03650301149844548,False,False
2018-02-21,2018,166.05,0.4901960784313708,0.568869523117905,0.9361702127659568,0.03613369467028171,0.5327844039474616,True,False,True,False,28.304727491719195,True,False,0.33122553447755276,0.1505570611261664,False,False
2018-02-22,2018,165.54,0.48561369430617507,1.2201044069442875,0.930348258706461,0.08457170472393472,1.1425429217327476,True,False,True,False,27.183762232694253,True,False,0.3805726712577062,0.205388425758124,False,True
2018-02-23,2018,166.06,0.7278903311900953,0.5155889845929845,0.564705882352933,0.22281103215704423,0.2898900833433915,False,True,False,True,-31.313982897748225,False,True,0.14452607491268754,0.3492713477056597,False,False
2018-02-26,2018,168.93,0.48179871520341866,0.40447299547942356,0.7794117647058763,0.08879417510212484,0.3147268408551174,True,False,True,False,16.278932102054,True,False,0.4617297105310003,0.0651157284082271,False,False
2018-02-27,2018,170.42,0.04109186968006551,0.3287349574405649,0.8214285714285315,0.05867855885459683,0.27065191809836353,True,True,True,True,9.388569416737269,True,True,0.18190353244924573,0.41661776786761084,True,False
2018-02-28,2018,169.2,0.5825704434668788,0.4815123053144705,0.9135802469135538,0.04137115839244476,0.4392734180220792,True,False,True,False,14.775413711582974,True,False,0.2600472813238719,0.2718676122931307,False,False
2018-03-01,2018,167.29,0.11370436864153177,1.747456612806695,0.349315068493146,1.135752286448688,0.6134600348830066,False,True,False,True,1.1955287225773326,False,True,0.3407256859346175,1.004244126965137,False,True
2018-03-02,2018,162.59,-1.1851221587455885,1.3188282484502345,0.07834101382489156,1.2300879512885166,0.10466691294177544,False,True,False,True,22.14158312319192,False,True,0.47973430100252124,0.38747770465588083,False,True
2018-03-05,2018,165.26,-0.43378720327750253,0.873599228822743,0.11724137931033712,0.7745370930654749,0.1029741353201219,False,True,False,True,-3.63064262374424,False,True,0.2904514098995614,0.40542175965144756,False,False
2018-03-06,2018,168.62,0.5006556204553592,0.4648945047085476,0.7948717948717996,0.09488791365199756,0.3690476190476133,True,False,True,False,21.349780571697785,True,False,0.2728027517495013,0.29652473016249514,False,False
2018-03-07,2018,167.26,-0.7476857346309207,0.5637313078566443,0.6315789473684037,0.20925505201483396,0.3600144005760253,True,False,True,False,50.81908406074476,True,False,0.567918211168239,0.09565945234962792,False,False
2018-03-08,2018,169.54,0.3729796933278129,0.4736250074003975,0.6249999999999911,0.17694939247376862,0.29578797917653166,True,False,True,False,-4.128819157720454,True,False,0.21823758405097315,0.17105107939129338,False,False
2018-03-09,2018,171.1,0.7418747056052721,1.0127178520960898,0.7965116279069799,0.20455873758036258,0.807164319802034,True,False,True,False,25.71595558153117,False,False,0.3506721215663422,0.16364699006429229,False,False
2018-03-12,2018,173.65,0.3177354130560417,0.3523974581167034,0.13114754098362413,0.3052116325942933,0.046090914328522636,True,True,True,True,25.914195220269054,True,True,0.3340051828390367,0.1209329110279378,True,False
2018-03-13,2018,174.8,0.5348823833899008,0.5003738425260278,0.8505747126436841,0.0743707093821433,0.42514075606112645,True,False,True,False,-3.432494279176357,True,False,0.23455377574370662,0.13729977116705427,False,False
2018-03-14,2018,172.58,0.47156080805728084,0.46573906968621487,0.47500000000002307,0.24336539575848803,0.22067363530779982,False,True,False,True,-24.91598099432224,False,True,0.0927106269556166,0.504114034071157,False,False
2018-03-15,2018,171.83,0.08154231463686212,0.3494670627293345,0.9000000000000427,0.03491823313739317,0.31525483098839846,True,True,False,True,1.1639411045782921,False,True,0.0465576441831983,0.4655764418320496,True,False
2018-03-16,2018,171.78,0.20416496529194195,0.34999708335763535,0.6166666666666801,0.13389218768191657,0.2158567178111026,True,False,True,False,15.717778553965278,True,False,0.24449877750609694,0.05239259517988426,True,False
2018-03-19,2018,169.19,-1.0874013446360742,0.8827828120432568,0.6092715231788033,0.3487203735445421,0.5467403577583463,False,False,False,False,-26.597316626277845,False,False,0.01773154441750968,0.5142147881080472,False,False
2018-03-20,2018,167.1,-0.02991325157045699,0.7478312892611426,0.12000000000000455,0.6582884500299091,0.08984725965859308,False,True,False,False,31.268701376421237,False,False,0.520646319569118,0.08976660682226134,False,False
2018-03-21,2018,167.23,-0.24457170126461758,0.37580529706513693,0.19047619047615397,0.30496920409017747,0.07180898809167058,True,True,True,True,19.73330144112939,True,True,0.4544639119775207,0.12557555462535674,False,False
2018-03-22,2018,164.7,-1.2944983818770406,1.1266930360781635,0.16489361702127572,0.9532483302975292,0.18857594744206008,False,True,False,False,29.143897996357637,False,False,0.6496660595021408,0.2064359441408481,False,True
2018-03-23,2018,162.6,-0.0430319050839123,1.3401364726132705,0.8715596330275228,0.17220172201721784,1.1823273179838223,True,False,True,False,-11.070110701107971,True,False,0.4305043050430557,0.6088560885608718,False,True
2018-03-26,2018,161.68,2.0449381469326067,1.5652612976521016,0.7782258064516189,0.3401781296387796,1.20813771517998,True,False,True,False,-29.68827313211353,True,False,0.3896585848589762,0.32780801583374153,False,True
2018-03-27,2018,165.6,0.7238002554589062,0.5352472477343373,0.20454545454545675,0.4227053140096748,0.10881392818280489,False,True,False,True,-60.9903381642507,False,False,0.012077294685997053,0.8574879227053023,False,False
2018-03-28,2018,158.21,-0.49059689288634134,1.5158186049437048,0.2863070539419082,1.0871626319448824,0.43803961401727154,False,True,False,True,-22.754566715126323,False,True,0.7458441312179875,1.0239555021806512,False,True
2018-03-29,2018,158.14,0.546795523906396,0.5976602238046781,0.15957446808508258,0.49955735424309644,0.09494271789352027,False,True,False,True,-29.088149740734703,False,True,0.2845579865941694,0.9524471986846916,False,False
2018-04-02,2018,159.0,-0.7304738715115167,0.9177748642067796,0.23129251700680523,0.7106918238993787,0.21429471826548419,False,True,False,True,-103.14465408804985,False,False,0.4654088050314531,1.0943396226415159,False,False
2018-04-03,2018,156.92,0.841848210269247,0.7583060214639205,0.7796610169491375,0.16568952332400855,0.5897435897435743,True,True,True,True,-99.09508029569025,True,True,0.21348457812899735,1.580423145551868,False,False
2018-04-04,2018,154.27,-1.8888323581785826,1.2019842279318154,0.47619047619048266,0.6417320282621208,0.5868161961270157,True,False,True,False,63.524988656251665,True,False,1.0306605302391914,0.1490892590912174,False,True
2018-04-05,2018,161.32,0.989107299361458,0.6823588331037957,0.6605504587155933,0.2293577981651307,0.4483188044831943,False,True,False,True,-55.16984874782915,False,True,0.16117034465659152,0.6632779568559344,False,False
2018-04-06,2018,158.94,-1.0336239103362344,0.7783312577833126,0.3920000000000073,0.47816786208632056,0.30924581887030733,True,False,True,False,46.558449729459106,True,False,0.9563986409966141,0.20133383666791627,False,False
2018-04-09,2018,158.0,0.8424814909369305,1.3147817207046224,0.6650485436893219,0.4367088607594827,0.8746727957607225,True,False,True,False,82.27848101265866,False,False,0.8574683544303907,0.20253164556961467,False,True
2018-04-10,2018,160.11,1.5668612027404327,0.7675716823141385,0.5041322314049667,0.3747423646243142,0.3824451410658458,False,True,False,True,0.62457060770571,False,True,0.21859971269750922,0.6308163137842882,False,False
2018-04-11,2018,160.24,-0.540003724163618,0.7013841474768763,0.8141592920354156,0.13105341987018626,0.5774541802661348,True,False,True,False,68.02296555167287,True,False,0.7239141288067907,0.06240639041439344,False,False
2018-04-12,2018,161.3,0.6050021829975716,0.7734048524917414,0.8225806451612926,0.1363918164910105,0.6363863239331247,True,False,True,False,73.77557346559094,True,False,0.8711717296961963,0.08679479231247234,False,False
2018-04-13,2018,163.01,0.5489760671107735,0.74019245003702,0.9083333333333232,0.06748052266734028,0.6731719367588873,True,True,True,True,-93.85927243727332,True,True,0.15336482424390674,1.0183424329795687,False,False
2018-04-16,2018,162.45,0.6505576208178265,0.5638166047087958,0.6263736263736213,0.2092951677439281,0.35211267605632646,False,True,False,True,0.0,False,True,0.08002462296092805,0.523237919359798,False,False
2018-04-17,2018,164.19,1.015134736064982,0.5044912021656166,0.7195121951219614,0.14008161276568565,0.36063569682152075,True,False,True,False,31.67062549485511,True,False,0.45069736281138084,0.17053413727997624,False,False
2018-04-18,2018,166.13,0.07831325301204117,0.40963855421685447,0.029411764705856536,0.39727923915005015,0.01204021431580049,False,True,False,True,-14.446517787275459,False,True,0.15650394269548507,0.49358935773189394,True,False
2018-04-19,2018,165.65,-0.4507211538461564,0.6790865384615357,0.15929203539823678,0.573498339873213,0.10878104792408916,False,True,False,True,-2.4147298520971194,False,True,0.20525203742831621,0.3320253546634566,False,False
2018-04-20,2018,164.49,-0.29096199308964454,0.6425410680729844,0.3962264150943538,0.38908140312479134,0.2559882976778338,False,True,False,True,-35.26050215818643,False,True,0.07295276308589838,0.693051249316079,False,False
2018-04-23,2018,163.08,0.4249030112691843,0.665065582856095,0.9074074074074138,0.06131959774342555,0.6045650832819272,False,True,False,True,-16.556291390729115,False,True,0.05518763796907855,0.6438557763061126,False,False
2018-04-24,2018,162.6,0.4323656578134605,0.6856084002470745,0.18918918918919403,0.5535055350553542,0.1293183077775817,False,True,False,True,-88.560885608856,False,True,0.18757687576875792,1.014760147601479,False,False
2018-04-25,2018,158.79,0.18296529968453434,0.757097791798118,0.9916666666666507,0.006297625795093076,0.7550761421319718,True,True,False,True,-76.20127212040973,False,True,0.01889287738523482,1.4610491844574525,False,False
2018-04-26,2018,160.72,1.260080645161299,0.756048387096767,0.7333333333333365,0.19910403185663395,0.5505505505505548,True,False,True,False,46.042807366850624,False,False,0.593267794922836,0.33598805375808505,False,False
2018-04-27,2018,164.35,1.4694079150459949,0.5556584552694979,0.5111111111111167,0.2677213264374867,0.28067606321313665,False,True,False,True,-139.336781259507,False,False,0.036507453605105766,1.4420444174018887,False,False
2018-04-30,2018,162.48,0.2344231955582865,0.5243676742751353,0.047058823529402716,0.4985228951255527,0.02462447672986201,True,True,True,True,35.647464303298904,True,True,0.615460364352538,0.08000984736582506,False,False
2018-05-01,2018,160.54,-0.217539934116473,0.44129529492200137,0.16901408450704677,0.36750965491465504,0.07480364044383236,True,True,True,True,44.84863585399346,True,True,0.5730659025787954,0.2491590880777439,True,False
2018-05-04,2018,161.12,0.07453416149068026,0.7757763975155426,0.05524419535629745,0.7323733862959259,0.04284357129109573,True,True,True,False,127.2343594836145,False,False,1.3188927507447934,0.08689175769613922,False,False
2018-05-07,2018,165.6,0.4366812227074135,0.29718583212033545,0.0,0.29589371980676127,0.0,True,True,True,True,52.300724637681654,True,True,0.5797101449275477,0.05434782608695343,True,False
2018-05-08,2018,165.84,-0.1865783930183551,0.40325007523321543,0.7462686567164318,0.10250844187167374,0.30240716100158327,True,True,True,True,-19.89869753979856,True,True,0.1567776169802082,0.4281234925229138,True,False
2018-05-09,2018,166.39,0.22890187338111545,0.28913920848142777,0.1458333333333136,0.24640903900476907,0.042087542087543284,False,True,False,True,-7.812969529418234,False,True,0.1742893202716589,0.2403990624436414,True,False
2018-05-10,2018,168.43,0.3186515381637278,0.41097114267845836,0.7971014492753814,0.08312058421895419,0.3276149630688563,True,False,True,False,24.34245680698277,True,False,0.2529834352549942,0.08312058421897639,True,False
2018-05-11,2018,169.33,-0.1709704044334348,0.37141846480367613,0.04761904761904977,0.3543376838126777,0.017720023626699444,False,True,False,True,12.401818933442943,False,True,0.22736668044645025,0.23622512254178885,True,False
2018-05-14,2018,169.85,0.24197355996222747,0.22426817752596523,0.2894736842104909,0.15896379158080176,0.06480499587604438,True,False,True,False,47.10038269061023,True,False,0.4768913747424275,0.006005298793054781,True,False
2018-05-15,2018,168.4,-0.7894426770354679,0.9426181218333888,0.15625000000000056,0.8016627078384797,0.14867677668748414,False,True,False,True,-38.00475059382524,False,True,0.059382422802856105,0.7719714964370628,False,True
2018-05-16,2018,168.08,0.11316933706595478,0.27398892131753405,0.8478260869565392,0.04164683484055853,0.23257200787167864,True,False,True,False,29.152784388384312,True,False,0.3867206092336817,0.041646834840569635,True,False
2018-05-17,2018,168.4,-0.34323588590364773,0.27813942478399745,0.723404255319158,0.07719714964369295,0.20230869927406747,True,False,True,False,36.2648456057002,True,False,0.4097387173396694,0.0831353919239941,True,False
2018-05-18,2018,167.72,-0.3564638783269958,0.8376901140684391,0.25531914893616037,0.6260434056761355,0.21510516252389866,False,True,False,True,4.990460290961174,False,True,0.17290722632958833,0.24445504412115016,False,False
2018-05-21,2018,168.72,0.7524184879971196,0.2866356144750924,0.6666666666666666,0.0948316737790389,0.19002375296912621,True,False,True,False,17.188240872449967,True,False,0.46230440967283126,0.011853959222385413,True,False
2018-05-22,2018,169.14,0.42750267189168856,0.3621897636860143,0.803278688524578,0.07094714437743121,0.2905425437295994,True,True,True,True,-46.70687004847962,True,True,0.18328012297506024,0.5084545347049718,True,False
2018-05-23,2018,166.9,-0.7551882024142142,0.6005827436522513,0.40594059405940625,0.3594967046135267,0.24626103669889154,True,False,True,False,52.72618334331902,True,False,0.7040143798681786,0.011983223487121997,False,False
2018-05-24,2018,169.56,-0.02358490566036764,0.4362617924528336,0.4864170833896574,0.22410945977824337,0.21270673007875995,False,True,False,True,-60.74545883463123,False,True,0.15923566878981443,0.6487379098844004,False,False
2018-05-25,2018,169.52,0.00884929648092836,0.6430488776142317,0.2844036697247718,0.4601226993865115,0.183204302346196,False,True,False,False,39.523360075506275,False,False,0.44242567248702347,0.18286927796130614,False,False
2018-05-29,2018,168.9,-0.48901196017202553,0.7128969539857467,0.6859504132231463,0.2249851983422202,0.4938418516094556,True,False,True,False,37.30017761989224,True,False,0.6039076376554098,0.1953818827708731,False,False
2018-05-30,2018,169.61,0.3906481207458068,0.36697247706422287,0.3387096774193652,0.24173103001001728,0.12396694214875659,False,True,False,True,-3.5375272684390335,False,True,0.18866812098343733,0.22993927244856494,True,False
2018-05-31,2018,170.14,-0.01762942939413925,0.4701181171769474,0.324999999999984,0.31738568237922316,0.15304921120791182,False,False,False,False,14.10603032796498,False,False,0.2821206065593218,0.09991771482308343,False,False
2018-06-01,2018,170.89,0.5057930953361156,0.5763688760807023,0.8367346938775285,0.0936274796653036,0.48215440700887235,True,False,True,False,57.34683129498652,False,False,0.7197612499268535,0.011703434958154624,False,False
2018-06-04,2018,173.16,0.23733719247467366,0.43415340086830684,0.4799999999999803,0.22522522522523403,0.2083333333333215,True,False,True,False,15.592515592515177,True,False,0.3580503580503658,0.05197505197505059,False,False
2018-06-05,2018,174.67,0.2582941108942638,0.35013201699002044,0.4590163934426145,0.18892769221963146,0.16055966511840936,True,False,True,False,19.465277380201762,True,False,0.2551668861281442,0.12824182744604062,True,False
2018-06-06,2018,175.04,0.12011668477949211,0.3203111594120015,0.3571428571428354,0.20566727605120239,0.11439029970257142,False,True,False,True,-30.850091407678136,False,True,0.10283363802559009,0.468464351005482,True,False
2018-06-07,2018,175.91,0.017057084375715625,0.32408460313851584,0.3684210526315789,0.20465010516741433,0.11952191235060639,False,True,False,True,-67.07975669376421,False,True,0.011369450287079808,0.7162753680859502,True,False
2018-06-08,2018,173.53,-0.5501747951172087,0.5902917072611616,0.8446601941747608,0.09220307727770827,0.503880458704975,True,False,True,False,4.610153863886524,True,False,0.30542269348239337,0.0633896156284286,False,False
2018-06-11,2018,174.3,-0.08025682182984939,0.2923641366659134,0.45098039215688135,0.16064257028112205,0.13213075199633995,True,False,True,False,6.884681583474439,True,False,0.3384968445209191,0.011474469305805535,True,False
2018-06-12,2018,175.15,0.14866487506433046,0.35450854823030253,0.9193548387097018,0.028546959748787515,0.3264978806277963,True,False,True,False,-4.5675135598066685,True,False,0.18270054239222233,0.10847844704539034,True,False
2018-06-13,2018,176.11,0.15924472501849252,0.2673036455667399,0.8085106382979251,0.051104423371750585,0.2162408239913649,True,False,True,False,28.391346317642174,True,False,0.32366134802110924,0.08233490432116852,True,False
2018-06-14,2018,176.62,0.48358650509188195,0.7623599021448503,1.0,0.0,0.7644910999543564,True,False,True,False,52.08923111765351,False,False,0.573717585777378,0.0679424753708524,False,False
2018-06-15,2018,176.99,-0.34346846846845525,0.5912162162162227,0.40000000000001085,0.35595231369003333,0.23786600215212061,False,True,False,True,-14.97259732188394,False,True,0.025425165263559535,0.49720323182100845,False,False
2018-06-18,2018,175.53,-0.8417128008134767,0.44627725680715197,0.4177215189873468,0.26206346493478083,0.18835616438357405,False,True,False,True,5.127328661767017,False,True,0.19939611462427287,0.3361248789380711,False,False
2018-06-19,2018,174.28,-1.2577903682719493,0.7648725212464718,0.2444444444444496,0.5852650906587265,0.18970968669158594,True,True,False,False,-18.93504705072324,False,False,0.5904291943998219,0.21803993573559222,False,False
2018-06-20,2018,176.79,0.4431566388273467,0.3920231805011066,0.7246376811594227,0.10747214208948197,0.2836235747915472,True,False,True,False,0.565642853103121,True,False,0.3111035692064057,0.028282142655122744,False,False
2018-06-21,2018,177.7,0.25387870239774735,0.5133991537376568,0.8461538461538294,0.07878446820483997,0.43520036172497445,True,True,True,True,-91.72763083849178,True,False,0.10129431626337837,1.1986494091164812,False,False
2018-06-22,2018,176.31,0.3357614386523933,0.44388800364215864,0.7564102564102597,0.1077647325733011,0.3357614386523933,False,True,False,True,-83.37587204355957,False,False,0.03346378537802952,0.8961488287675179,False,False
2018-06-25,2018,173.77,-0.7822313577709128,0.7708119218910554,0.2962962962963018,0.5466996604707397,0.23072042452558783,False,True,False,True,-90.3493123093757,False,False,0.12660413189848896,1.1279277205501592,False,True
2018-06-26,2018,171.99,0.3676470588235281,0.46685340802986863,0.7875000000000111,0.09884295598581172,0.3676470588235281,True,False,True,False,-2.9071457642892984,True,False,0.37792894935750887,0.35467178324322113,False,False
2018-06-27,2018,172.77,0.406811181495903,1.5342593130702542,0.9696969696969756,0.04630433524337452,1.504024440397167,True,False,True,False,15.048908954100604,True,False,0.3299183886091406,0.16785321525728536,False,True
2018-06-28,2018,169.52,-0.08251797713072495,1.1611458210538719,0.3299492385786833,0.7786691835771631,0.38491147036181506,False,False,False,False,11.208117036338727,False,False,0.57810287871638,0.1592732420953369,False,True
2018-06-29,2018,172.01,0.4789999415853785,0.5841462702260646,0.37999999999999545,0.36044416022325,0.22140651401270084,True,False,True,False,16.278123364921182,True,False,0.44764839253532696,0.017440846462413173,False,False
2018-07-02,2018,170.04,-0.8166122258516095,1.0674288380774688,0.12021857923497123,0.9468360385791685,0.12954893416559088,False,True,False,True,69.98353328628637,False,True,0.7057163020465884,0.21759585979769236,False,True
2018-07-05,2018,171.91,0.7541764543157026,0.8205214765635657,0.7428571428571341,0.20941190157641731,0.6086498507637428,True,False,True,False,-18.032691524635382,True,False,0.29666686056657454,0.28503286603456246,False,True
2018-07-06,2018,173.29,0.21397177885726926,0.6187832523710347,0.6728971962616854,0.2019735703156611,0.4172219968708424,True,False,True,False,37.50937734433579,True,False,0.496277915632759,0.1673495296901084,False,False
2018-07-09,2018,176.5,0.558340929808554,0.21649954421149947,0.710526315789456,0.06232294617565248,0.15320887476593104,True,True,True,True,-32.861189801700604,True,True,0.18696883852691304,0.38526912181303663,True,False
2018-07-10,2018,177.39,0.11852353538772675,0.4007224291680821,0.28169014084505123,0.2875021139861378,0.11287318697443816,False,True,False,True,-5.073566717400668,False,True,0.07328485258470963,0.21985455775409557,False,False
2018-07-11,2018,175.96,-0.7613783768540938,1.0828492470813758,0.29166666666666974,0.7729029324846426,0.31927023945268473,False,False,False,False,57.96771993634708,False,False,0.6024096385542244,0.09092975676290305,False,True
2018-07-12,2018,177.21,0.4477950345765924,0.5384876998072878,0.8315789473684276,0.0902883584447789,0.4477950345765924,True,False,True,False,62.29332430449652,True,False,0.6320185091134745,0.07335929123638563,False,False
2018-07-13,2018,179.42,0.02787534147292714,0.3623794391481169,0.2769230769230534,0.2619551889421423,0.10042401249719113,False,True,False,True,14.491138111694113,False,True,0.18392598372534152,0.2619551889421423,False,False
2018-07-16,2018,179.64,0.033411293017016064,0.2728588929724806,0.2448979591836344,0.20596749053662933,0.06684491978607987,False,True,False,True,-1.1133377866834326,False,True,0.17256735693609304,0.1614339790692476,True,False
2018-07-17,2018,177.3,-1.043701512529982,1.110677010660272,0.05527638190955434,1.0603496897913178,0.062080252835938765,False,False,False,False,73.82966723068263,False,False,0.7783417935702142,0.011280315848849476,False,True
2018-07-18,2018,180.28,-0.016638012312131245,0.2662081969940601,0.7083333333333556,0.07765697803416849,0.18895187284651005,True,True,False,True,-32.172176614156946,False,True,0.08875083203905287,0.4881295762147797,True,False
2018-07-19,2018,179.34,-0.327905296504194,0.47240593564163524,0.2235294117647047,0.36801605888256983,0.10605637733742679,False,True,False,True,-5.854800936767601,False,True,0.30110404817664804,0.24534403925504655,False,False
2018-07-20,2018,179.57,0.2680216650845946,0.6086325311296015,0.7522935779816428,0.1503591914016944,0.4587412587412576,False,False,False,False,10.023946093444813,False,False,0.12195801080359114,0.1392214735200792,False,False
2018-07-23,2018,178.43,-0.3128666405944447,0.3575618749650742,0.671875000000025,0.11769321302470548,0.24157303370786476,True,True,True,True,1.1769321302468327,True,True,0.18774869696798202,0.38670627136692115,False,False
