minute,event_med_pct,rest_med_pct
159,0.14871032254755168,0.004688219834925178
160,0.13359384132389795,-0.007944209074467468
161,0.11554015020218689,-0.0017812309197229315
162,0.10651357596764832,0.005142988460515863
163,0.09195325430926271,0.01616634591565802
164,0.1353986135181895,0.016449064040224837
165,0.16249638937031463,0.005859892711446157
166,0.21122183708839337,0.0026739797459651715
167,0.19721818559268467,0.008122017280987048
168,0.21087734784952517,0.015424172028122296
169,0.177011839754182,0.020226312677273928
170,0.13359329867128622,0.015887661105595807
171,0.1975812141909561,-0.0007727679486091432
172,0.21414676409525768,0.019611921002882227
173,0.20490323512420971,0.03564846275054823
174,0.21139483103631562,0.03163346596730676
175,0.2341760251611147,0.02466017559895617
176,0.20715312420731546,-0.0014755275059508133
177,0.2072501444251973,0.008878233041453854
178,0.18791522241481395,0.015762827962539916
179,0.21304520508378388,0.014969124172614645
180,0.22733876895202343,0.014387714166963494
181,0.2067085499711352,0.010452909805003241
182,0.19136337377239077,0.019069992076092834
183,0.20682700032477186,0.020069337513028973
184,0.2046230701927776,0.022005255593837703
185,0.19316868861929404,0.03253149317762327
186,0.16365179087234338,0.001578688803521855
187,0.18416076317349095,0.012151435069085448
188,0.16611769402976595,-0.006158428987962372
189,0.17896507963668373,-0.012563627207323735
190,0.20675592819152655,-0.00903095990413827
191,0.20236428430198128,0.009545591964221778
192,0.19249689866107644,0.01362776872071425
193,0.21278804235000948,0.007083026251697433
194,0.2456750397896501,0.015208855151482847
195,0.24738772403294362,-0.000878750065907985
196,0.21103363705066158,0.00685200558004917
197,0.24525530792374184,0.01199010813024426
198,0.2105773481057005,0.005824241346918946
199,0.23527398725244897,0.0025005573798531078
200,0.22601987708716909,0.020171572861527043
201,0.25789859361349254,0.012787057110941191
202,0.22311468094600162,0.020736605226390203
203,0.20038994800692933,0.030494795424884646
204,0.22295638359330905,0.017717942524386743
205,0.24552281917966656,0.02091132500193771
206,0.24191218948586002,0.029195475809240534
207,0.2453422876949718,0.026795914904786944
208,0.2707972270364012,0.016814303277667975
209,0.2581600231080339,0.01973219732904763
210,0.27084413087457015,0.005358235031460712
211,0.29244240414860734,0.0043635490159066315
212,0.2941426506843481,0.0049141864169044425
213,0.2834344309647685,0.0074004637623859
214,0.28253177354131687,0.00884349394336681
215,0.28054706678022345,0.012818753302912267
216,0.29877960716351293,0.023332975724099647
217,0.28747780502240694,0.010975185976702662
218,0.3057974690679366,-0.004102018775098415
219,0.30148757943386784,0.020567027142814887
220,0.3105756358768419,0.017829010812175916
221,0.2858910270342685,0.014959916699075482
222,0.32062521917739506,0.024256408053957568
223,0.23382418563140384,0.021739036281998025
224,0.2775316402788608,0.01282380315899001
225,0.2820169567157693,0.009544231560232319
226,0.2902962148755517,0.0005173116186585336
227,0.29426632004621034,-0.003785999974637022
228,0.3052208835341519,0.0015750360634780858
229,0.2850867269328594,-0.004756628340663038
230,0.2992489890236927,-0.013318319132826772
231,0.23378389866530735,-0.00770495298947349
232,0.28674430427417796,-0.012763166358498168
233,0.2834344309647685,-0.04000111492446501
234,0.258565489471807,-0.008807890899814597
235,0.27689919121896,-0.005947078400203587
236,0.2789211438475103,-0.012642079401531392
237,0.28162911611786523,0.017154322319146154
238,0.2997003177354296,0.02909096844910808
239,0.3230468417920518,0.037553659508504644
240,0.3149231190765489,0.05596580962263786
241,0.34442799575196137,0.049926653814358346
242,0.2850867269328594,0.04702356407323416
243,0.2847912947377518,0.03215289822102729
244,0.28224092493411845,0.023454356618513028
245,0.258437473433637,0.019478986788157293
246,0.30094363682733327,0.020116726160801512
247,0.2618379665051629,0.004262614088429428
248,0.2473216326440264,0.019474581013911862
249,0.27946155905789194,0.028333327479790338
250,0.29391729807459743,0.014063743304304488
251,0.29875532593015564,0.020523518961679255
252,0.28349045526219196,0.02480668770213912
253,0.25665112221959774,0.029980790659245304
254,0.2851679135773555,0.022660645979999394
255,0.3196163896599158,0.009903182108028652
256,0.324868583124438,0.020351504529170228
257,0.3292535490043935,0.04109463862103091
258,0.27947762099012063,0.02578034886792091
259,0.30997923031541585,0.03553651522754109
260,0.2923111048505289,0.032180229167255714
261,0.2784564175676074,0.04642539618996411
262,0.3414443565375791,0.03881341395529647
263,0.32984131514837145,0.0490125441193312
264,0.29005945895679286,0.03498598424981347
265,0.27431247421432214,0.010964220125964097
266,0.25545205083767897,0.010319430605520985
267,0.2575984544092691,-0.0019117270586010982
268,0.2823139111669315,-0.004204817378411496
269,0.2657261571166192,-0.0004063224136929833
270,0.30859474623821104,0.03634495885909139
271,0.30281390801667474,0.04133356281383893
272,0.28224092493411845,0.008878663712807988
273,0.269824399713392,0.02536229330011297
274,0.267415109877267,0.03102370897812845
275,0.2855982864102824,0.027652189578142305
276,0.26599840400958197,0.01957937177970992
277,0.2762131715771332,0.024908563072822965
278,0.28345248411323354,0.0316112000214086
279,0.2682182064893013,0.037727816309285345
280,0.2473376945762551,0.035357522895484994
281,0.30893575806154594,0.029567990181322834
282,0.32321100578311945,0.028950384906334392
283,0.29409729430489584,0.047727310251333144
284,0.30355445741909737,0.05159709410879065
285,0.31989585110048235,0.050479667422376195
286,0.3215534284418009,0.040661808712905145
287,0.35303082215336623,0.04157292184259198
288,0.34641708856153475,0.033785493563376345
289,0.3290125264777233,0.03686932398370146
290,0.33315646983100855,0.04134345586024324
291,0.3082928097112747,0.04204811853809609
292,0.30000492300470416,0.04332601885201903
293,0.323507023735381,0.04563886246281568
294,0.3183170714829542,0.055437227228061214
295,0.2917170362981114,0.0420774691955339
296,0.28973131233034355,0.0305768970852216
297,0.3026929763030317,0.03768700015803761
298,0.2973558205495719,0.033347453337884136
299,0.309555033700315,0.026624415850917682
300,0.26768216484904794,0.03851537244807801
