minute_index,2018,2019,2020,2021,2022,2023,2024,2025+
113,2.189911420291679,1.9107913669058618,2.7083494544610787,2.2431248224186184,4.618045199590304,2.106865713365491,2.042112906154303,2.160721681041533
114,2.8178213895413418,1.6771997929199145,2.8272331321166355,2.127146645491962,4.302547272940216,2.4549993193523356,2.424418745606838,2.01421800947843
115,3.016774347859852,1.758190236182955,2.9631893608461635,2.1618282890667473,4.114222416015667,2.6365641440179166,1.8701111103935908,2.2116978451347524
116,2.3811663034356556,1.695202576708077,3.248862897984317,2.13714355498551,4.373748257346377,2.58498349634817,2.1344210975660083,2.230574015074094
117,2.3994627068812946,1.7565806619745938,2.7764630265858514,2.1804900651423154,4.062450025392739,2.3554040443490853,1.818953495422715,2.2181833793655237
118,2.504148792229488,1.697504668138894,3.163106099109969,1.7838030681416317,3.9053803665317632,2.8110310070039723,2.161694768698652,2.1637816245001495
119,2.8946950173097674,1.5970188980574118,2.3992322456800608,2.0732754790753205,3.407083001643607,2.3371889618650776,1.945104819538468,2.104956362636301
120,2.8998902011584393,2.211303788215435,3.3205675956882175,2.4975364310519943,4.740292746087116,2.430548477826422,2.825331898503869,2.780185454724915
121,2.733731325515465,1.7008931110984449,3.6372139876261755,2.1299254526097045,4.575537185534939,2.78104213854935,2.341646177261847,2.5112588103326505
122,2.4122553131344926,1.853093871873046,3.093740707402759,2.4946804607828277,4.569689848351599,2.5145335408399694,1.99198778247478,2.289336734659919
123,2.7908484246641496,2.000800320127727,2.927614725900529,2.0800863941483616,3.8425894206778333,2.40479632203916,2.028123309898433,2.1435520306034572
124,2.648123827141413,1.9951119756589364,3.082628346273708,2.0881186051369127,3.32662794495453,2.5167480246041096,1.9627085377815767,2.052018673369682
125,2.7603124900521525,2.0747964106027084,3.341516639387976,2.3218017181325656,4.281201213477415,2.4799219521726146,2.2408963585429653,2.363335575472636
126,2.2232777996716857,1.6557205143774567,3.190210087005152,2.2065921941805122,4.129030224769292,2.6910678068803318,2.3423986662507446,2.579385827321534
127,2.402981394577508,1.708108635709582,2.867910983486155,2.1513968712549847,4.14301030324471,2.50411322126054,2.01970332802226,2.7742639796224378
128,2.302871077221602,1.553921060810648,3.0692014659949862,2.108433734939741,4.106758278989431,2.631165331274943,2.312916587816627,2.1900815586373135
129,2.412111253107252,1.743237032693079,2.967652586804981,1.7857674335541862,3.5293745343650818,1.9348496742688237,2.1035409606173783,1.853303870553713
130,2.459835754901052,1.7515644655330398,3.549541251903765,1.9971540554708511,4.309376487807159,2.3933836397344033,2.385675899649886,2.3296447291809574
131,2.452469271650992,1.5633956954486106,2.8403275332666844,2.1365809363560473,4.088088307193649,2.2163750937570503,1.9366917001994999,2.1337052999803596
132,2.4653322153866952,1.72077549615679,2.6999662504212374,2.0596988537591177,4.182123242448821,2.5914751179623163,2.0503567620755447,2.153958312621773
133,2.3887093665858616,1.5930331350899607,2.7191461880993195,1.7590149516266695,3.4589472777990515,2.352974410191333,1.9772170669773992,1.830831197364713
134,2.3473868943635345,1.5810276679850688,2.8028869735829964,1.916980019169845,3.931416410827282,2.0038665708033143,2.04304251982812,1.7494987013333407
135,2.466574702013058,1.993620414673103,3.096334713782456,2.2536480928514457,4.14380049185703,2.367701013260559,2.270353721108842,2.2699015182769955
136,2.267578250690905,1.7519271198329633,2.947823523631321,1.9395954558065753,3.7633085714611214,2.7017371850923677,2.155284715543715,2.2430325800470996
137,2.344186227135614,1.6526808145278515,2.7282152016161465,2.213508727548774,3.5934622273892103,2.2359698392332428,1.9957424161787252,2.1280775275012154
138,2.5427819507350957,1.848178382095611,2.6430767571072877,1.995503465525017,3.474244862712861,2.1968182205339692,2.229455566948868,2.0647941005902393
139,2.424076916461848,1.5652718355418926,2.7410864215626773,2.0226537216827545,3.5842047184558856,1.8820004877617702,1.8340767975510985,1.6920775149620315
140,2.787602094872499,1.6222354404371586,2.869087630132938,2.0790638272594197,4.041108413656014,2.5834190871282248,2.9441368897842324,2.922669600796679
141,2.448547088481634,1.6363041343958606,2.4663189917428774,1.8916873851471117,3.538892128912008,2.7120183208290127,1.9813750743002956,2.2565526818263404
142,2.325732368069766,1.9325348608456583,2.2614932316733505,2.062372152842329,3.874149171314567,2.5851993585984667,1.9230358325672547,1.9135398893332933
143,2.0036570557924183,1.6445565179257216,2.585983966898464,1.8372480850215034,3.6073261736324636,2.438061565247507,1.6518686764399604,2.0086129322538504
144,2.50309930935555,1.564618754563707,2.7747947483292013,1.8195523901121113,3.3320125603120143,2.086148583223535,2.062047185584781,1.8611576400529017
145,2.465056241717778,1.6469433386046006,2.9305020175374175,2.0635575732574907,3.8961859799507836,2.1102252788413045,1.881334807046775,2.2860230472698806
146,2.221123178664519,1.8485752766261854,3.160556257900682,1.8579124918183254,3.6194972131586844,2.4799280059772943,1.803205101151839,2.0862308762170656
147,2.0962144611680333,1.5852885225120517,2.2733472765301688,1.9861466272752537,3.627490522839505,2.5646986340882583,1.8514232816468912,1.9588638589618235
148,2.8759033531272626,1.5629070070333206,2.5110906503722497,1.7412735406785451,3.0946713679752547,2.2362589655544607,1.4774694341923578,1.7581996036064584
149,2.4067445725034498,1.6229375169052318,2.870970387991445,1.5793214182302506,3.107599735616695,2.225019165931763,2.0457335091139672,1.5234246586326439
150,3.2039649151754945,1.8690715387137402,3.41110656296717,2.40364917647784,3.94856247174169,2.5138018210968394,2.570459595370167,2.7261419979218715
151,2.282696895264391,1.868111339435874,3.2792261026415304,2.7160317346852647,4.453061722705098,2.5125110502621784,2.133369263763729,2.212722267951328
152,2.1942250021772525,1.9749185346107367,2.60699543775722,2.055739919533117,3.9373756222566003,2.564002244137553,1.9806338028183212,1.944471792851843
153,2.314681095876292,1.7604600668974513,2.756846167983884,1.949046359459583,4.059066440930126,2.418748735113496,2.238193529134902,2.0633610564413374
154,2.0584801108491924,1.4402166085791812,2.924546695262098,1.8132995413944197,3.0109399948075044,2.2337109512626796,1.8908261675143478,1.6727722855081062
155,2.7501433119120344,1.7029144163860366,2.7591281155159297,2.282958199357754,3.9324092242087882,2.413361399516978,1.7123483144776408,1.9189867749824785
156,2.2427006955877404,1.598976654940687,3.0718489297021367,1.9090977689462107,4.001720700332889,2.3455492885404716,2.030502662213607,1.9260063383130799
157,2.202349882163279,1.6242271822264343,2.740035136920005,1.907876805669062,4.164040525939106,2.150206495088458,1.874952538163388,2.0970686932830773
158,2.214395731609531,1.6939494405310285,2.716653083401077,1.833084557572029,4.0298090445067825,2.3047826460276255,1.6518844714585867,1.7217348528331122
159,2.2163249898532467,1.5567124065407612,2.58620689655209,1.6429803663842169,3.4234892466306066,2.20464794715991,2.005766578915269,1.7197614346931012
160,2.192982990053549,1.669913721125127,3.154431976927219,1.8888357216606533,3.97268076665791,2.2931106417245495,2.1512095762632466,2.007192439574812
161,2.252583173665279,1.4900908955439718,2.6036016489483504,1.9111584350339772,3.526130539035499,2.4419898657013217,1.8239022388399917,1.9765124437931547
