n_event,med_gap_pct,med_upleg_pct,upleg_P80rate_pct,base_P80rate_pct,med_leg_low_min,med_leg_high_min,pct_low_before_1000,pct_low_before_1030,pct_lod_before_1030,pct_close_above_open,pct_gap_filled
47,-0.82,1.12,34.0,27.2,17,233,63.8,74.5,55.3,57.4,38.3
