n_days,n_fires,fires_per_month,trend_up_fire_pct,trend_up_base_pct,med_bps,mean_bps,hit_pct,med_H1,med_H2,same_sign,target_hit_pct,stop_pct
247,87,7.4,41.4,17.4,5.1,3.1,74.7,4.8,5.4,True,72.4,24.1
