n_days,open_inside_zone_pct,touch_either_pct,touch_both_pct,break_either_pct,touch_hi_actual_pct,touch_hi_expected_pct,touch_lo_actual_pct,touch_lo_expected_pct
2096,99.4,85.5,10.4,81.3,50.1,51.0,45.6,46.5
