minute_index,2018,2019,2020,2021,2022,2023,2024,2025+
375,0.6774555805517012,0.005954501382132491,0.34964006580723184,0.26121561504571855,-0.50689641710072,-0.15504457371773214,0.473394712293572,0.19271994084877808
376,-0.6292324752352151,-0.12213645320525995,-0.3350060499609962,-0.08706537246067805,-0.18520021295502462,-0.006703302197226546,0.05920802568681568,-0.035925658950832356
377,-0.3255601462752149,-0.2376979413659551,-0.10755946152474218,0.4258778344604699,-0.3615366376815761,-0.26217587856238855,0.3089954415988371,0.369316527006473
378,0.37747270608745426,-0.30001195381129325,-1.0298724716853798,-0.5958036155615333,-0.24681762430273,-0.31812525674564934,0.6066500292895713,-0.06145385058907073
379,-0.26244224460200377,-0.7353835851720139,-1.7202041640299026,-0.8877547841969686,-0.28396724568471954,0.20527962481818357,0.022841321215001455,0.1937796992711177
380,0.9610754268846393,0.14893464059808204,-0.7799388875623074,-0.29357494520270605,0.22333748195808006,0.22253007345579964,-0.045356648838844056,0.16973729421548553
381,-0.8613455379523599,-0.9221302724120324,-1.004391027934513,-0.41911350209639076,-1.5854626691025018,0.3688702031758762,-0.8493717287481248,-0.5448095220000106
382,-0.057416946636862254,-0.05771715148711175,0.8415749182974644,0.16246711695622548,1.1711763479192414,-0.30108352537013366,0.1173464815678002,-0.18531078191209013
383,-0.3154046077959502,0.5936202911054579,1.0863141210882763,0.5420833929478374,-0.3376248871465467,-0.19394646648703456,-0.31769767047619735,0.5362781344144879
384,0.25037825972350236,0.12508037360142787,3.602878483876528,-0.864390910947981,0.40052399009017675,-0.3899091902886953,0.5612878183729698,0.07471964340908083
385,0.15964133101373648,0.2945761884992244,0.19977998177773817,-0.5754624869359185,-0.13245656672384917,0.16374824137390792,0.39898940010928274,-0.016565792655661406
386,0.02881036931101282,0.1295027968531527,-0.8802437693410403,0.14797960508985508,-0.647923370201657,-0.05565342696076633,-0.3943177204254509,-0.4932319071683202
387,-0.2306736051891483,-0.030724761963750048,0.23698516099551875,0.4871451651004994,0.4907935422272399,0.4190081807025729,0.0092100514035451,0.7551829228123926
388,-1.343267126738905,0.21263714083811086,0.1844366876708657,-0.26042121837716947,0.49500342706234624,0.47108694302048865,0.2835579939456464,0.31157291512857316
389,-0.02679580654597238,1.0137418402885603,-0.5645288942262333,0.13810776615349316,1.3229820518264575,0.5873585782873614,-0.06427494352548355,-0.5849767314853997
